policy_id,inception_date,expiration_date,company_id,exposure_units,premium
19905,2016-01-01,2016-12-31,4591,60,1273.59
19906,2016-07-01,2017-07-01,13329,13,891.24
19907,2016-01-01,2016-12-31,22649,20,799.15
19908,2016-09-01,2017-09-01,17151,38,927.52
19909,2016-07-01,2017-07-01,7728,22,818.21
19910,2016-07-01,2017-07-01,21694,2,423.29
19911,2016-01-01,2016-12-31,16332,30,880.24
19912,2016-10-01,2017-10-01,8738,110,1425.12
19913,2016-07-01,2017-07-01,17165,8,615.89
19914,2016-07-01,2017-07-01,27062,30,1650.45
19915,2016-03-01,2017-03-01,6272,26,1703.24
19916,2016-07-01,2017-07-01,17564,10,660.52
19917,2016-03-01,2017-03-01,15678,1,200
19918,2016-01-01,2016-12-31,12176,16,943.15
19919,2016-12-01,2017-12-01,23411,30,1760.48
19920,2016-01-01,2016-12-31,17901,3,524.65
19921,2016-01-01,2016-12-31,6235,18,778.07
19922,2016-07-01,2017-07-01,8300,10,660.52
19923,2016-01-01,2016-12-31,13530,45,961.33
19924,2016-01-01,2016-12-31,19988,25,843.78
19925,2016-01-01,2016-12-31,6646,115,1148.99
19926,2016-07-01,2017-07-01,5493,211,1270.37
19927,2016-01-01,2016-12-31,25290,28,866.44
19928,2016-01-01,2016-12-31,2163,1,200
19929,2016-05-01,2017-05-01,2476,26,851.62
19930,2016-07-01,2017-07-01,16312,114,1720.86
19931,2016-01-01,2016-12-31,21584,230,1287.62
19932,2016-01-01,2016-12-31,23478,15,741.61
19933,2016-09-01,2017-09-01,717,8,615.89
19934,2016-01-01,2016-12-31,4895,17,766.64
19935,2016-07-01,2017-07-01,22492,32,893.15
19936,2016-01-01,2016-12-31,13655,46,965.73
19937,2016-07-01,2017-07-01,19012,51,986.37
19938,2016-08-01,2017-08-01,16210,35,911.07
19939,2016-03-01,2017-03-01,20629,10,660.52
19940,2016-07-01,2017-07-01,19203,22,818.21
19941,2016-07-01,2017-07-01,1751,13,712.99
19942,2016-02-01,2017-01-31,13808,21,808.9
19943,2016-05-01,2017-05-01,11242,30,880.24
19944,2016-07-01,2017-07-01,3786,30,880.24
19945,2016-07-01,2017-07-01,561,80,1076.41
19946,2016-01-01,2016-12-31,1479,40,937.78
19947,2016-01-01,2016-12-31,21923,10,660.52
19948,2016-01-01,2016-12-31,26606,2,507.94
19949,2016-01-01,2016-12-31,22934,18,778.07
19950,2016-07-01,2017-07-01,7336,32,893.15
19951,2016-07-01,2017-07-01,27205,30,880.24
19952,2016-07-01,2017-07-01,25416,43,952.24
19953,2016-01-01,2016-12-31,5961,30,1760.48
19954,2016-07-01,2017-07-01,2542,14,727.81
19955,2016-01-01,2016-12-31,9181,14,1455.62
19956,2016-07-01,2017-07-01,21940,26,851.62
19957,2016-07-01,2017-07-01,6274,30,880.24
19958,2016-07-01,2017-07-01,5787,33,899.3
19959,2016-07-01,2017-07-01,17194,10,990.78
19960,2016-01-01,2016-12-31,719,13,712.99
19961,2016-07-01,2017-07-01,12017,30,1100.3
19962,2016-07-01,2017-07-01,4421,10,660.52
19963,2016-01-01,2016-12-31,27379,30,880.24
19964,2016-01-01,2016-12-31,16403,46,1207.16
19965,2016-01-01,2016-12-31,19329,18,778.07
19966,2016-01-01,2016-12-31,22304,12,871.23
19967,2016-09-01,2017-09-01,5988,26,851.62
19968,2016-05-01,2017-05-01,11523,14,727.81
19969,2016-07-01,2017-07-01,15308,30,880.24
19970,2016-08-01,2017-08-01,2367,18,778.07
19971,2016-08-01,2017-08-01,3712,26,851.62
19972,2016-07-01,2017-07-01,20540,30,2200.6
19973,2016-12-01,2017-12-01,25725,118,1442.67
19974,2016-01-01,2016-12-31,11954,22,1636.42
19975,2016-01-01,2016-12-31,18352,205,1264.6
19976,2016-01-01,2016-12-31,21641,2,338.63
19977,2016-08-01,2017-08-01,14591,32,1116.43
19978,2016-01-01,2016-12-31,23916,5,521.89
19979,2016-01-01,2016-12-31,19844,50,1228.01
19980,2016-01-01,2016-12-31,10063,34,905.27
19981,2016-03-01,2017-03-01,24552,94,1385.82
19982,2016-01-01,2016-12-31,3669,23,2067.75
19983,2016-01-01,2016-12-31,16453,8,615.89
19984,2016-07-01,2017-07-01,9116,30,880.24
19985,2016-01-01,2016-12-31,16991,22,818.21
19986,2016-03-01,2017-03-01,2212,14,727.81
19987,2016-12-01,2017-12-01,974,24,1253.42
19988,2016-07-01,2017-07-01,21738,42,947.53
19989,2016-07-01,2017-07-01,25532,30,880.24
19990,2016-07-01,2017-07-01,15013,38,927.52
19991,2016-01-01,2016-12-31,23053,37,922.18
19992,2016-01-01,2016-12-31,6661,30,880.24
19993,2016-07-01,2017-07-01,18672,2,338.63
19994,2016-07-01,2017-07-01,11207,104,2822.2
19995,2016-07-01,2017-07-01,16471,57,2017.22
19996,2016-01-01,2016-12-31,27068,15,741.61
19997,2016-01-01,2016-12-31,22594,16,754.52
19998,2016-07-01,2017-07-01,6209,16,754.52
19999,2016-01-01,2016-12-31,19720,26,851.62
20000,2016-04-01,2017-04-01,10402,9,639.44
20001,2016-08-01,2017-08-01,17254,30,1760.48
20002,2016-10-01,2017-10-01,24845,17,766.64
20003,2016-08-01,2017-08-01,5395,27,859.17
20004,2016-06-01,2017-06-01,1625,128,1170.41
20005,2016-07-01,2017-07-01,6217,30,1760.48
20006,2016-07-01,2017-07-01,2705,5,521.89
20007,2016-11-01,2017-11-01,18348,30,880.24
20008,2016-12-01,2017-12-01,21290,1,200
20009,2016-01-01,2016-12-31,1027,288,1332.59
20010,2016-06-01,2017-06-01,24204,28,1732.88
20011,2016-01-01,2016-12-31,26864,18,778.07
20012,2016-09-01,2017-09-01,27232,20,799.15
20013,2016-05-01,2017-05-01,14553,50,1964.81
20014,2016-07-01,2017-07-01,10269,30,1100.3
20015,2016-07-01,2017-07-01,7344,54,2494.49
20016,2016-01-01,2016-12-31,10801,30,880.24
20017,2016-01-01,2016-12-31,21852,15,741.61
20018,2016-01-01,2016-12-31,15599,30,1650.45
20019,2016-07-01,2017-07-01,16196,24,1044.51
20020,2016-07-01,2017-07-01,26421,2,338.63
20021,2016-01-01,2016-12-31,22455,38,1391.28
20022,2016-07-01,2017-07-01,2582,14,727.81
20023,2016-01-01,2016-12-31,10190,10,660.52
20024,2016-05-01,2017-05-01,4457,77,1603.14
20025,2016-01-01,2016-12-31,25099,30,1100.3
20026,2016-06-01,2017-06-01,4511,139,1483.62
20027,2016-05-01,2017-05-01,6411,11,679.58
20028,2016-01-01,2016-12-31,8669,5,521.89
20029,2016-07-01,2017-07-01,22077,10,660.52
20030,2016-10-01,2017-10-01,25603,30,880.24
20031,2016-07-01,2017-07-01,17837,23,827.1
20032,2016-07-01,2017-07-01,13157,44,956.84
20033,2016-07-01,2017-07-01,7366,14,727.81
20034,2016-01-01,2016-12-31,7814,144,1492.45
20035,2016-09-01,2017-09-01,14195,130,1173.51
20036,2016-07-01,2017-07-01,27503,6,558.35
20037,2016-07-01,2017-07-01,26404,9,639.44
20038,2016-01-01,2016-12-31,1783,30,880.24
20039,2016-01-01,2016-12-31,9023,2,338.63
20040,2016-01-01,2016-12-31,19789,21,808.9
20041,2016-08-01,2017-08-01,1506,3,419.72
20042,2016-01-01,2016-12-31,1959,8,615.89
20043,2016-07-01,2017-07-01,25107,7,736.48
20044,2016-01-01,2016-12-31,14822,6,558.35
20045,2016-10-01,2017-10-01,22541,2,338.63
20046,2016-10-01,2017-10-01,26201,72,1055.33
20047,2016-07-01,2017-07-01,16472,22,818.21
20048,2016-02-01,2017-01-31,7032,30,880.24
20049,2016-07-01,2017-07-01,2370,13,712.99
20050,2016-07-01,2017-07-01,6388,54,997.8
20051,2016-01-01,2016-12-31,21818,6,558.35
20052,2016-03-01,2017-03-01,17426,4,477.26
20053,2016-01-01,2016-12-31,16068,5,521.89
20054,2016-08-01,2017-08-01,7260,30,1100.3
20055,2016-01-01,2016-12-31,25260,51,986.37
20056,2016-11-01,2017-11-01,19079,39,1399.07
20057,2016-07-01,2017-07-01,18302,102,1124.99
20058,2016-07-01,2017-07-01,23716,41,1178.39
20059,2016-04-01,2017-04-01,10777,48,974.24
20060,2016-01-01,2016-12-31,14532,6,558.35
20061,2016-01-01,2016-12-31,10403,34,905.27
20062,2016-07-01,2017-07-01,9509,16,754.52
20063,2016-07-01,2017-07-01,10806,62,1281.78
20064,2016-01-01,2016-12-31,12960,6,558.35
20065,2016-07-01,2017-07-01,9746,13,1069.48
20066,2016-01-01,2016-12-31,27293,57,1008.61
20067,2016-09-01,2017-09-01,9776,30,880.24
20068,2016-01-01,2016-12-31,11608,13,1069.48
20069,2016-07-01,2017-07-01,10916,30,1100.3
20070,2016-01-01,2016-12-31,2603,46,1207.16
20071,2016-07-01,2017-07-01,4020,14,727.81
20072,2016-07-01,2017-07-01,21619,53,2485.15
20073,2016-01-01,2016-12-31,1716,3,419.72
20074,2016-01-01,2016-12-31,16219,29,873.46
20075,2016-03-01,2017-03-01,20416,46,1448.59
20076,2016-07-01,2017-07-01,26004,2,338.63
20077,2016-09-01,2017-09-01,24966,30,1100.3
20078,2016-07-01,2017-07-01,3638,23,1033.87
20079,2016-05-01,2017-05-01,17712,13,1425.98
20080,2016-12-01,2017-12-01,12227,30,880.24
20081,2016-08-01,2017-08-01,9110,89,1372.16
20082,2016-07-01,2017-07-01,6707,30,1760.48
20083,2016-01-01,2016-12-31,10283,12,696.98
20084,2016-07-01,2017-07-01,22087,30,880.24
20085,2016-01-01,2016-12-31,25258,2,338.63
20086,2016-01-01,2016-12-31,6092,63,1028.63
20087,2016-07-01,2017-07-01,12796,112,1143.7
20088,2016-01-01,2016-12-31,15409,102,1124.99
20089,2016-07-01,2017-07-01,22097,26,1703.24
20090,2016-01-01,2016-12-31,25880,51,1232.96
20091,2016-01-01,2016-12-31,22680,18,778.07
20092,2016-07-01,2017-07-01,10820,2,423.29
20093,2016-08-01,2017-08-01,600,110,1710.14
20094,2016-07-01,2017-07-01,9688,6,558.35
20095,2016-01-01,2016-12-31,21799,37,922.18
20096,2016-01-01,2016-12-31,9196,30,1100.3
20097,2016-01-01,2016-12-31,22210,27,859.17
20098,2016-07-01,2017-07-01,2231,29,873.46
20099,2016-07-01,2017-07-01,3246,5,652.36
20100,2016-01-01,2016-12-31,24653,24,1044.51
20101,2016-02-01,2017-01-31,26184,10,660.52
20102,2016-07-01,2017-07-01,13548,22,818.21
20103,2016-07-01,2017-07-01,1818,10,660.52
20104,2016-07-01,2017-07-01,12249,45,961.33
20105,2016-01-01,2016-12-31,11224,26,2129.05
20106,2016-03-01,2017-03-01,4584,1,200
20107,2016-09-01,2017-09-01,19936,13,712.99
20108,2016-01-01,2016-12-31,21849,110,1140.1
20109,2016-01-01,2016-12-31,17994,39,932.71
20110,2016-01-01,2016-12-31,16451,1,200
20111,2016-06-01,2017-06-01,21969,18,778.07
20112,2016-07-01,2017-07-01,20856,30,880.24
20113,2016-07-01,2017-07-01,5920,41,942.71
20114,2016-07-01,2017-07-01,9771,33,899.3
20115,2016-03-01,2017-03-01,27298,31,886.8
20116,2016-07-01,2017-07-01,11718,10,660.52
20117,2016-07-01,2017-07-01,17463,38,927.52
20118,2016-07-01,2017-07-01,25584,30,1100.3
20119,2016-07-01,2017-07-01,15192,9,799.31
20120,2016-01-01,2016-12-31,3810,29,1637.74
20121,2016-01-01,2016-12-31,837,24,1044.51
20122,2016-06-01,2017-06-01,5394,15,741.61
20123,2016-03-01,2017-03-01,22993,151,1504.32
20124,2016-03-01,2017-03-01,1785,30,1100.3
20125,2016-07-01,2017-07-01,25228,42,947.53
20126,2016-07-01,2017-07-01,17294,3,419.72
20127,2016-09-01,2017-09-01,1065,46,965.73
20128,2016-12-01,2017-12-01,9741,30,880.24
20129,2016-01-01,2016-12-31,20072,45,961.33
20130,2016-09-01,2017-09-01,16248,38,927.52
20131,2016-01-01,2016-12-31,25442,118,1442.67
20132,2016-01-01,2016-12-31,2879,35,1138.84
20133,2016-02-01,2017-01-31,21841,51,986.37
20134,2016-07-01,2017-07-01,25724,54,1247.25
20135,2016-11-01,2017-11-01,18272,10,660.52
20136,2016-01-01,2016-12-31,7118,144,1193.96
20137,2016-01-01,2016-12-31,10907,22,818.21
20138,2016-01-01,2016-12-31,17494,6,697.94
20139,2016-07-01,2017-07-01,5669,4,596.57
20140,2016-07-01,2017-07-01,26277,8,615.89
20141,2016-08-01,2017-08-01,20282,31,2216.99
20142,2016-11-01,2017-11-01,24115,26,851.62
20143,2016-01-01,2016-12-31,22058,77,1335.95
20144,2016-07-01,2017-07-01,14015,10,825.65
20145,2016-01-01,2016-12-31,13842,1,200
20146,2016-04-01,2017-04-01,19607,12,696.98
20147,2016-01-01,2016-12-31,3119,57,1512.92
20148,2016-07-01,2017-07-01,1524,78,1607.01
20149,2016-01-01,2016-12-31,743,23,827.1
20150,2016-11-01,2017-11-01,17533,30,880.24
20151,2016-01-01,2016-12-31,25373,50,982.4
20152,2016-07-01,2017-07-01,6125,45,961.33
20153,2016-02-01,2017-01-31,12548,11,1274.21
20154,2016-01-01,2016-12-31,9938,8,1231.78
20155,2016-05-01,2017-05-01,3080,30,880.24
20156,2016-01-01,2016-12-31,2655,3,419.72
20157,2016-01-01,2016-12-31,25867,57,1008.61
20158,2016-01-01,2016-12-31,5635,208,1267.51
20159,2016-05-01,2017-05-01,25100,2,338.63
20160,2016-07-01,2017-07-01,10048,2,338.63
20161,2016-07-01,2017-07-01,7448,189,1248.35
20162,2016-05-01,2017-05-01,18772,34,905.27
20163,2016-01-01,2016-12-31,16680,30,880.24
20164,2016-06-01,2017-06-01,7688,16,754.52
20165,2016-10-01,2017-10-01,27441,112,1143.7
20166,2016-06-01,2017-06-01,17618,48,974.24
20167,2016-11-01,2017-11-01,10513,30,1100.3
20168,2016-07-01,2017-07-01,22648,8,615.89
20169,2016-01-01,2016-12-31,12129,30,880.24
20170,2016-04-01,2017-04-01,12422,30,1320.36
20171,2016-06-01,2017-06-01,15883,235,1291.92
20172,2016-06-01,2017-06-01,17934,14,727.81
20173,2016-07-01,2017-07-01,10506,43,1190.3
20174,2016-07-01,2017-07-01,17861,34,905.27
20175,2016-07-01,2017-07-01,10337,30,880.24
20176,2016-01-01,2016-12-31,10680,30,880.24
20177,2016-01-01,2016-12-31,25330,30,880.24
20178,2016-04-01,2017-04-01,15432,7,589.18
20179,2016-07-01,2017-07-01,20413,134,1474.46
20180,2016-04-01,2017-04-01,12766,38,927.52
20181,2016-11-01,2017-11-01,16076,22,818.21
20182,2016-01-01,2016-12-31,2579,30,1760.48
20183,2016-12-01,2017-12-01,23710,192,1251.5
20184,2016-01-01,2016-12-31,3507,91,1102.17
20185,2016-06-01,2017-06-01,21743,3,419.72
20186,2016-07-01,2017-07-01,20781,30,880.24
20187,2016-09-01,2017-09-01,22818,30,880.24
20188,2016-01-01,2016-12-31,4167,124,1455.07
20189,2016-01-01,2016-12-31,16673,2,677.26
20190,2016-07-01,2017-07-01,18194,91,2066.57
20191,2016-01-01,2016-12-31,7589,96,1391.09
20192,2016-07-01,2017-07-01,26319,30,880.24
20193,2016-09-01,2017-09-01,26058,4,477.26
20194,2016-01-01,2016-12-31,787,27,859.17
20195,2016-07-01,2017-07-01,4434,1,200
20196,2016-01-01,2016-12-31,6664,6,558.35
20197,2016-01-01,2016-12-31,12699,50,982.4
20198,2016-11-01,2017-11-01,3203,1,250
20199,2016-01-01,2016-12-31,8933,5,652.36
20200,2016-01-01,2016-12-31,23075,30,880.24
20201,2016-06-01,2017-06-01,27385,1,200
20202,2016-08-01,2017-08-01,14794,18,1556.15
20203,2016-01-01,2016-12-31,9079,4,477.26
20204,2016-03-01,2017-03-01,4244,30,2200.6
20205,2016-07-01,2017-07-01,15642,30,1100.3
20206,2016-10-01,2017-10-01,5120,9,639.44
20207,2016-01-01,2016-12-31,947,30,1100.3
20208,2016-07-01,2017-07-01,9316,26,851.62
20209,2016-01-01,2016-12-31,22272,112,1429.62
20210,2016-12-01,2017-12-01,6957,22,818.21
20211,2016-02-01,2017-01-31,8821,30,880.24
20212,2016-11-01,2017-11-01,25910,18,778.07
20213,2016-01-01,2016-12-31,27034,5,978.54
20214,2016-12-01,2017-12-01,8594,18,972.59
20215,2016-01-01,2016-12-31,931,13,712.99
20216,2016-01-01,2016-12-31,9393,94,1662.99
20217,2016-07-01,2017-07-01,22050,52,990.25
20218,2016-07-01,2017-07-01,11738,30,880.24
20219,2016-07-01,2017-07-01,2985,23,827.1
20220,2016-07-01,2017-07-01,12884,30,1100.3
20221,2016-01-01,2016-12-31,23017,30,880.24
20222,2016-11-01,2017-11-01,6103,30,1100.3
20223,2016-01-01,2016-12-31,7944,285,1663.12
20224,2016-07-01,2017-07-01,24580,96,1112.87
20225,2016-06-01,2017-06-01,6978,6,558.35
20226,2016-08-01,2017-08-01,11084,4,477.26
20227,2016-11-01,2017-11-01,11037,2,338.63
20228,2016-01-01,2016-12-31,23209,12,871.23
20229,2016-01-01,2016-12-31,24677,27,1073.96
20230,2016-06-01,2017-06-01,22387,30,1100.3
20231,2016-06-01,2017-06-01,14671,75,1063.5
20232,2016-10-01,2017-10-01,12951,8,1231.78
20233,2016-11-01,2017-11-01,24511,64,1031.78
20234,2016-07-01,2017-07-01,10311,45,1201.67
20235,2016-08-01,2017-08-01,6448,20,998.93
20236,2016-01-01,2016-12-31,20719,32,893.15
20237,2016-07-01,2017-07-01,23358,30,880.24
20238,2016-12-01,2017-12-01,18381,6,558.35
20239,2016-10-01,2017-10-01,6482,7,589.18
20240,2016-05-01,2017-05-01,3525,169,1532.47
20241,2016-01-01,2016-12-31,20860,18,778.07
20242,2016-01-01,2016-12-31,25267,30,880.24
20243,2016-01-01,2016-12-31,5383,30,1320.36
20244,2016-11-01,2017-11-01,24565,44,956.84
20245,2016-11-01,2017-11-01,19215,30,880.24
20246,2016-01-01,2016-12-31,14483,1,400
20247,2016-07-01,2017-07-01,13569,1,300
20248,2016-07-01,2017-07-01,23799,21,808.9
20249,2016-12-01,2017-12-01,1294,144,2387.93
20250,2016-03-01,2017-03-01,13131,42,947.53
20251,2016-01-01,2016-12-31,24699,54,997.8
20252,2016-10-01,2017-10-01,24953,26,851.62
20253,2016-01-01,2016-12-31,22692,14,727.81
20254,2016-05-01,2017-05-01,5027,137,1480
20255,2016-07-01,2017-07-01,24423,30,880.24
20256,2016-01-01,2016-12-31,2998,72,1055.33
20257,2016-01-01,2016-12-31,5000,38,1159.4
20258,2016-07-01,2017-07-01,815,30,880.24
20259,2016-07-01,2017-07-01,1094,30,1100.3
20260,2016-08-01,2017-08-01,10160,57,1008.61
20261,2016-01-01,2016-12-31,8044,42,947.53
20262,2016-07-01,2017-07-01,7903,3,419.72
20263,2016-01-01,2016-12-31,9835,6,558.35
20264,2016-01-01,2016-12-31,19281,37,922.18
20265,2016-01-01,2016-12-31,27175,6,837.53
20266,2016-01-01,2016-12-31,3354,37,922.18
20267,2016-04-01,2017-04-01,21911,22,818.21
20268,2016-01-01,2016-12-31,11422,6,558.35
20269,2016-07-01,2017-07-01,11812,30,1100.3
20270,2016-01-01,2016-12-31,15283,208,1267.51
20271,2016-01-01,2016-12-31,23198,12,696.98
20272,2016-07-01,2017-07-01,15249,114,1147.24
20273,2016-03-01,2017-03-01,15010,48,1217.8
20274,2016-02-01,2017-01-31,21314,42,947.53
20275,2016-07-01,2017-07-01,22241,61,1022.17
20276,2016-07-01,2017-07-01,18337,19,788.89
20277,2016-05-01,2017-05-01,22715,1,200
20278,2016-07-01,2017-07-01,15991,30,880.24
20279,2016-07-01,2017-07-01,9330,39,932.71
20280,2016-05-01,2017-05-01,2481,42,947.53
20281,2016-08-01,2017-08-01,9283,26,851.62
20282,2016-01-01,2016-12-31,1942,18,778.07
20283,2016-09-01,2017-09-01,11050,77,1068.76
20284,2016-07-01,2017-07-01,20076,30,880.24
20285,2016-07-01,2017-07-01,15306,30,1100.3
20286,2016-01-01,2016-12-31,10276,14,1455.62
20287,2016-07-01,2017-07-01,2997,2,634.93
20288,2016-07-01,2017-07-01,27494,79,1610.83
20289,2016-07-01,2017-07-01,4572,3,419.72
20290,2016-04-01,2017-04-01,18251,11,679.58
20291,2016-03-01,2017-03-01,19754,10,660.52
20292,2016-01-01,2016-12-31,6872,4,477.26
20293,2016-04-01,2017-04-01,21945,98,1116.99
20294,2016-02-01,2017-01-31,671,189,1560.44
20295,2016-01-01,2016-12-31,5849,5,521.89
20296,2016-07-01,2017-07-01,17810,176,3085.24
20297,2016-07-01,2017-07-01,12424,61,1022.17
20298,2016-05-01,2017-05-01,10608,17,766.64
20299,2016-03-01,2017-03-01,15974,30,880.24
20300,2016-07-01,2017-07-01,7889,2,338.63
20301,2016-01-01,2016-12-31,7577,23,1654.2
20302,2016-01-01,2016-12-31,19194,5,521.89
20303,2016-07-01,2017-07-01,9573,10,660.52
20304,2016-01-01,2016-12-31,25465,150,1502.66
20305,2016-05-01,2017-05-01,20933,5,521.89
20306,2016-01-01,2016-12-31,3038,58,1012.09
20307,2016-01-01,2016-12-31,21282,10,660.52
20308,2016-03-01,2017-03-01,15763,30,880.24
20309,2016-01-01,2016-12-31,20324,29,873.46
20310,2016-07-01,2017-07-01,7326,53,1242.57
20311,2016-07-01,2017-07-01,479,30,2200.6
20312,2016-01-01,2016-12-31,21879,6,558.35
20313,2016-01-01,2016-12-31,25072,10,990.78
20314,2016-07-01,2017-07-01,27009,176,1851.15
20315,2016-01-01,2016-12-31,24173,9,639.44
20316,2016-10-01,2017-10-01,12708,112,1429.62
20317,2016-07-01,2017-07-01,13475,47,1212.54
20318,2016-07-01,2017-07-01,16772,77,1068.76
20319,2016-01-01,2016-12-31,6924,1,200
20320,2016-07-01,2017-07-01,12988,33,899.3
20321,2016-12-01,2017-12-01,18847,25,843.78
20322,2016-07-01,2017-07-01,18988,240,2592.26
20323,2016-01-01,2016-12-31,575,70,1049.7
20324,2016-01-01,2016-12-31,25022,67,1040.94
20325,2016-07-01,2017-07-01,5608,10,660.52
20326,2016-07-01,2017-07-01,17534,14,727.81
20327,2016-01-01,2016-12-31,5260,30,1100.3
20328,2016-01-01,2016-12-31,24192,3,786.98
20329,2016-01-01,2016-12-31,11064,12,696.98
20330,2016-01-01,2016-12-31,24131,144,1193.96
20331,2016-01-01,2016-12-31,18509,6,558.35
20332,2016-01-01,2016-12-31,24324,10,990.78
20333,2016-04-01,2017-04-01,7658,2,677.26
20334,2016-07-01,2017-07-01,3114,30,1100.3
20335,2016-07-01,2017-07-01,11913,2,338.63
20336,2016-06-01,2017-06-01,19796,30,1100.3
20337,2016-01-01,2016-12-31,10501,58,1012.09
20338,2016-01-01,2016-12-31,22723,30,880.24
20339,2016-07-01,2017-07-01,6577,59,1015.51
20340,2016-01-01,2016-12-31,7261,30,880.24
20341,2016-02-01,2017-01-31,5083,30,1100.3
20342,2016-01-01,2016-12-31,2815,11,849.47
20343,2016-01-01,2016-12-31,14920,16,754.52
20344,2016-01-01,2016-12-31,25145,30,880.24
20345,2016-07-01,2017-07-01,9950,31,886.8
20346,2016-09-01,2017-09-01,6899,114,1434.05
20347,2016-07-01,2017-07-01,9397,30,1100.3
20348,2016-07-01,2017-07-01,21496,37,922.18
20349,2016-01-01,2016-12-31,22206,10,660.52
20350,2016-07-01,2017-07-01,20257,202,1577.07
20351,2016-08-01,2017-08-01,15532,46,965.73
20352,2016-07-01,2017-07-01,3565,30,1760.48
20353,2016-12-01,2017-12-01,27728,126,2918.14
20354,2016-05-01,2017-05-01,25166,4,477.26
20355,2016-01-01,2016-12-31,9209,132,1470.7
20356,2016-01-01,2016-12-31,14347,1,200
20357,2016-07-01,2017-07-01,17560,30,880.24
20358,2016-11-01,2017-11-01,14403,31,886.8
20359,2016-02-01,2017-01-31,4641,6,558.35
20360,2016-06-01,2017-06-01,17344,67,1301.17
20361,2016-07-01,2017-07-01,11044,133,1472.59
20362,2016-01-01,2016-12-31,8249,26,1064.52
20363,2016-01-01,2016-12-31,391,58,1265.11
20364,2016-05-01,2017-05-01,15292,17,766.64
20365,2016-07-01,2017-07-01,10698,1,200
20366,2016-07-01,2017-07-01,1425,30,880.24
20367,2016-05-01,2017-05-01,9056,106,1132.69
20368,2016-07-01,2017-07-01,352,170,1227.16
20369,2016-08-01,2017-08-01,13856,22,1022.76
20370,2016-01-01,2016-12-31,10309,130,1173.51
20371,2016-03-01,2017-03-01,1400,96,2225.74
20372,2016-03-01,2017-03-01,10267,10,660.52
20373,2016-03-01,2017-03-01,6316,22,818.21
20374,2016-07-01,2017-07-01,12733,181,1549.62
20375,2016-01-01,2016-12-31,23223,30,880.24
20376,2016-07-01,2017-07-01,14240,189,1560.44
20377,2016-01-01,2016-12-31,11320,4,596.57
20378,2016-01-01,2016-12-31,19992,104,1128.88
20379,2016-01-01,2016-12-31,14292,29,1091.82
20380,2016-01-01,2016-12-31,19119,40,937.78
20381,2016-06-01,2017-06-01,5582,30,1100.3
20382,2016-01-01,2016-12-31,4068,24,835.61
20383,2016-07-01,2017-07-01,12410,107,1134.57
20384,2016-07-01,2017-07-01,14365,21,808.9
20385,2016-01-01,2016-12-31,5331,2,423.29
20386,2016-04-01,2017-04-01,22879,3,419.72
20387,2016-01-01,2016-12-31,18186,67,1040.94
20388,2016-02-01,2017-01-31,6045,35,911.07
20389,2016-07-01,2017-07-01,1882,106,2265.38
20390,2016-01-01,2016-12-31,26193,66,1037.93
20391,2016-10-01,2017-10-01,7474,93,1106.52
20392,2016-01-01,2016-12-31,19425,30,2200.6
20393,2016-07-01,2017-07-01,14158,30,1100.3
20394,2016-01-01,2016-12-31,5372,23,1033.87
20395,2016-07-01,2017-07-01,6651,19,1577.78
20396,2016-07-01,2017-07-01,4390,17,766.64
20397,2016-04-01,2017-04-01,12328,1,200
20398,2016-01-01,2016-12-31,25414,24,1671.22
20399,2016-06-01,2017-06-01,20213,32,1116.43
20400,2016-07-01,2017-07-01,22421,5,521.89
20401,2016-11-01,2017-11-01,19579,30,1100.3
20402,2016-07-01,2017-07-01,24101,22,1022.76
20403,2016-06-01,2017-06-01,18216,6,558.35
20404,2016-05-01,2017-05-01,4922,46,1207.16
20405,2016-01-01,2016-12-31,12631,14,909.76
20406,2016-09-01,2017-09-01,14366,10,1651.29
20407,2016-01-01,2016-12-31,6999,54,997.8
20408,2016-07-01,2017-07-01,11704,101,2246.05
20409,2016-06-01,2017-06-01,23759,5,521.89
20410,2016-01-01,2016-12-31,17076,13,1069.48
20411,2016-01-01,2016-12-31,22114,18,778.07
20412,2016-01-01,2016-12-31,25657,30,880.24
20413,2016-01-01,2016-12-31,21771,77,1068.76
20414,2016-01-01,2016-12-31,5410,112,1429.62
20415,2016-01-01,2016-12-31,17826,30,1320.36
20416,2016-01-01,2016-12-31,12319,30,880.24
20417,2016-03-01,2017-03-01,2510,50,982.4
20418,2016-02-01,2017-01-31,27538,14,727.81
20419,2016-04-01,2017-04-01,4514,41,942.71
20420,2016-06-01,2017-06-01,3604,38,1391.28
20421,2016-01-01,2016-12-31,9894,55,1251.83
20422,2016-01-01,2016-12-31,21235,30,880.24
20423,2016-07-01,2017-07-01,10960,26,851.62
20424,2016-09-01,2017-09-01,16115,18,778.07
20425,2016-01-01,2016-12-31,19587,32,1786.29
20426,2016-01-01,2016-12-31,8962,3,419.72
20427,2016-01-01,2016-12-31,15438,2,338.63
20428,2016-10-01,2017-10-01,20243,37,1152.73
20429,2016-07-01,2017-07-01,20477,19,788.89
20430,2016-07-01,2017-07-01,26275,11,849.47
20431,2016-02-01,2017-01-31,19786,5,521.89
20432,2016-07-01,2017-07-01,17468,144,1492.45
20433,2016-06-01,2017-06-01,25370,13,712.99
20434,2016-01-01,2016-12-31,19181,30,880.24
20435,2016-01-01,2016-12-31,18164,27,859.17
