company_id,address,country,state,company_type,industry_code,sector_code,locations,year_founded,employees,risk_zone,revenue,cost_of_revenue,legal_involvement,internet_complaints
15149,"1719A Route 10 Suite 300   Parsippany NJ, 07054",USA,NJ,1,7104,7,2,2017,,2,,,0,0
15150,"102 Chestnut Ridge Road    Montvale NJ, 07645",USA,NJ,1,7867,7,1,2017,6,,14274.82,5264.43,0,0
15151,"751 County Road 989 Tri-State Commerce Park Building 1000  Iuka MS, 38852",USA,MS,1,5057,5,,2016,45,,701.62,679.36,0,1
15152,"Avenida Insurgentes Sur No. 3500 Colonia Pena Pobre   Mexico DF, 14060",MEX,,1,1071,1,1,2015,11,3,4909.47,4406.37,1,1
15153,"5718 Airport Freeway    Fort Worth TX, 76117",USA,TX,1,4502,4,4,2013,29,5,2734.33,2622.45,1,1
15154,"1 Village Drive Suite 500   Abilene TX, 79606",USA,TX,1,7867,7,2,2015,24,2,12006.26,4206.57,0,3
15155,"2250 Lakeside Boulevard    Richardson TX, 75082-4304",USA,TX,1,6226,6,15,,,1,,,0,1
15156,"333 Bloor Street East 10th Floor   Toronto ON, M4W 1G9",CAN,ON,1,4215,4,1,2014,43,4,4851.60,4659.86,0,4
15157,"6340 Lbj Freeway    Dallas TX, 75240",USA,TX,1,5314,5,1,2016,,,,,0,3
15158,"20283 State Road Suite 400   Boca Raton FL, 33498",USA,FL,1,0456,0,1,2015,24,1,6372.97,4925.59,1,2
15159,"110 E 59th St 26th Floor   New York NY, 10022",USA,NY,1,2760,2,1,,19,,5101.72,4193.28,0,2
15160,"133 South Blair Street    Madison WI, 53788",USA,WI,1,4479,4,3,2011,98,,1229.99,557.31,0,1
15161,"1311 Herr Lane Suite 205   Louisville KY, 40222",USA,KY,1,6226,6,10,,,,,,1,1
15162,"1225 17th Street    Denver CO, 80202",USA,CO,1,3366,3,1,2015,3,,1515.17,1453.78,1,5
15163,"607 East Adams Street    Springfield IL, 62739",USA,IL,1,0550,0,1,2017,2,,3770.64,3235.12,1,3
15164,"IES Tower    Cedar Rapids IA, 52401",USA,IA,1,3458,3,3,2011,15,4,2045.24,1400.26,1,1
15165,"2244 Walnut Grove Avenue PO Box 976   Rosemead CA, 91770",USA,CA,1,1515,1,1,2017,3,2,1264.20,450.16,0,0
15166,"Stanton Tower 100 North Stanton   El Paso TX, 79901",USA,TX,1,8275,8,2,2013,19,,15644.60,14317.52,1,1
15167,"550 South Tryon Street    Charlotte NC, 28202",USA,NC,1,2764,2,1,,,5,,,0,1
15168,"22-30, Avenue de Wagram Cedex 08   Paris , 75008",FRA,,1,4215,4,,,77,,2288.10,3688.82,1,1
15169,"Avenida del Libertador 6363    Buenos Aires , C1428ARG",ARG,,1,4502,4,1,,12,2,6824.10,6941.53,1,1
15170,"414 Silver Avenue SW    Albuquerque NM, 87102",USA,NM,1,7887,7,1,,2,,8129.97,2970.63,0,3
15171,"Santa Rosa 76    Santiago , 8330099",CHL,,1,3946,3,1,2015,,,,,1,1
15172,"Fortis Place Suite 1100 5 Springdale Street PO Box 8837 St. John's NF, A1B 3T2",CAN,NF,1,5314,5,1,,18,,1294.17,517.18,0,0
15173,"10 South Dearborn Street 48th Floor PO Box 805379  Chicago IL, 60680",USA,IL,1,2280,2,1,2017,2,2,1073.33,995.9,0,0
15174,"9 West Broad Street Suite 310   Stamford CT, 06902",USA,CT,1,7887,7,2,2013,24,,5592.59,2237.23,0,0
15175,"6363 Main Street    Williamsville NY, 14221",USA,NY,1,4502,4,5,2012,139,,1427.38,1464.22,0,0
15176,"220 N.W. Second Avenue    Portland OR, 97209",USA,OR,1,2364,2,1,2016,,,,,0,0
15177,"155 North Main Street    Fall River MA, 02722",USA,MA,1,2760,2,6,,50,,3497.51,3025.34,0,0
15178,"1600 Smith Street 32nd Floor   Houston TX, 77002",USA,TX,1,4215,4,3,,43,,2151.26,1273.69,0,1
15179,"460 North Gulph Road    King of Prussia PA, 19406",USA,PA,1,2174,2,3,,,,,,0,0
15180,"330 West William Street    Corning NY, 14830",USA,NY,1,2070,2,,2017,25,,8508.02,6941.85,0,4
15181,"Building B Van Metropolis, 19th Floor 35 Tang Yan Road Hi-Tech Zone Xi’an , 710065",CHN,,1,7104,7,1,,2,,21295.41,10111.3,0,0
15182,"909 Silver Lake Boulevard    Dover DE, 19904",USA,DE,1,4410,4,2,,31,2,3617.35,2874.74,1,1
15183,"1301 Mckinney Suite 700   Houston TX, 77010",USA,TX,1,7523,7,3,2014,18,,7413.99,3751.52,0,2
15184,"1260 Elm Street PO Box 329   Manchester NH, 03105",USA,NH,1,2764,2,3,,30,,10534.85,9517.79,0,4
15185,"1595 Mendon Road    Cumberland RI, 02864",USA,RI,1,8501,8,5,2017,23,,15537.62,14042.66,0,3
15186,"240 Route 10 West PO Box 206   Whippany NJ, 07981",USA,NJ,1,0264,0,1,2016,8,1,3189.17,2914.56,0,0
15187,"1900 Fifth Avenue North Amsouth Sonat Tower   Birmingham AL, 35203",USA,AL,1,9517,9,,,,4,,,0,0
15188,"5241 Spring Mountain Road Post Office Box 98510   Las Vegas NV, 89193",USA,NV,1,5314,5,1,2016,1,,1999.29,1340.98,1,2
15189,"One Energy Plaza    Jackson MI, 49201",USA,MI,1,4479,4,3,,,2,,,1,1
15190,"73 Front Street    Hamilton , HM 12",BMU,,1,4932,4,2,2013,53,4,5831.62,5434.78,1,1
15191,"1200 West Century Avenue PO Box 5650   Bismarck ND, 58506",USA,ND,1,7523,7,3,2017,16,1,13710.87,5173.09,1,2
15192,"One Energy Plaza    Detroit MI, 48226",USA,MI,1,3833,3,3,2017,9,,5778.42,3589.1,1,1
15193,"1411 East Mission Avenue    Spokane WA, 99202",USA,WA,1,0200,0,6,,67,,13146.63,10533.76,1,1
15194,"6 Liberty Lane West    Hampton NH, 03842",USA,NH,1,9142,9,4,,25,,1478.60,1232.16,0,1
15195,"Brüsseler Platz 1    Essen , 45131",DEU,,1,8501,8,3,2011,21,,8913.19,10163.58,0,1
15196,"80 Park Plaza PO Box 570   Newark NJ, 07101",USA,NJ,1,5345,5,3,2017,3,,3101.22,1702.55,1,1
15197,"351 West 10th Street Suite 537   Indianapolis IN, 46202",USA,IN,1,0456,0,3,2008,30,1,42493.54,34624.4,1,4
15198,"110 West Taylor Street    San Jose CA, 95110",USA,CA,1,7635,7,4,2017,11,2,5838.28,2922.12,0,0
15199,"550 South Hope Street Suite 2850   Los Angeles CA, 90071",USA,CA,1,7523,7,1,2017,10,,11740.42,4456.94,0,1
15200,"66 Exchange Place Suite A300   Salt Lake City UT, 84111",USA,UT,1,3833,3,1,2017,1,3,1953.21,1738.05,0,4
15201,"804 Carnegie Center    Princeton NJ, 08540",USA,NJ,1,7635,7,5,,,5,,,0,0
15202,"103 Firetower Road    Leesburg GA, 31763",USA,GA,1,9517,9,1,2017,1,4,3025.98,2320.71,0,0
15203,"4300 Wilson Boulevard 11th Floor   Arlington VA, 22203",USA,VA,1,3833,3,2,2017,,3,,,0,0
15204,"Praia de Botafogo, 501 Torre Pão de Açúcar 7º andar Botafogo Rio de Janeiro RJ, 22250-040",BRA,,1,2174,2,1,2014,,,,,0,4
15205,"40 Tower Lane 1st Floor   Avon CT, 06001",USA,CT,1,4479,4,1,2014,19,2,1844.86,1206.17,1,1
15206,"Avenida Tomas Alva Edison 2701    Buenos Aires , C1104BAB",ARG,,1,7635,7,4,2009,61,,5879.08,2892.33,0,0
15207,"Empire Tower – Park Wing 38th Floor No. 1, South Sathorn Road Yannawa, Sathorn Bangkok , 10120",THA,,1,8568,8,1,2014,16,,34630.27,37930.2,0,0
15208,"222 Merchandise Mart Plaza Suite 2024   Chicago IL, 60654",USA,IL,1,9517,9,,2012,49,,5756.24,4858.8,0,0
15209,"PO Box 658    Branchburg NJ, 08853",USA,NJ,1,6973,6,5,2017,38,,4291.29,2519.1,0,0
15210,"209 10th Avenue South Suite 450   Nashville TN, 37203",USA,TN,1,3366,3,2,2015,14,1,3411.04,2393.08,1,1
15211,"50 West Liberty Street Suite 880   Reno NV, 89501",USA,NV,1,7635,7,1,2014,26,,9713.74,3774.51,0,1
15212,"2800 Rockcreek Parkway    North Kansas City MO, 64117",USA,MO,1,9180,9,3,2014,22,,2548.96,2302.68,0,0
15213,"2660 Townsgate Road Suite 300   Westlake Village CA, 91361",USA,CA,1,5645,5,1,2014,10,3,1938.19,930.05,0,0
15214,"50 West Liberty Street Suite 880   Reno NV, 89501",USA,NV,1,1178,1,5,2007,99,3,26477.06,18302.6,0,6
15215,"98 Spit Brook Road Suite 100   Nashua NH, 03062",USA,NH,1,3458,3,2,2013,27,,2197.33,1414.93,1,6
15216,"9700 63rd Avenue North Suite 200   Maple Grove MN, 55369",USA,MN,1,7523,7,2,2013,37,,6338.84,2765.84,0,1
15217,"400 Water Street Suite 200   Rochester MI, 48307",USA,MI,1,7023,7,1,2014,30,,29020.31,11768.29,0,0
15218,"42505 Tenth Street West    Lancaster CA, 93534",USA,CA,1,4479,4,1,2014,29,,13072.25,10593.24,0,1
15219,"1172 West 700 North Suite 300   Lindon UT, 84042",USA,UT,1,7234,7,2,2017,6,,4578.89,2584.7,0,0
15220,"225 Duncan Mills Road Suite 504   Toronto ON, M3B 3H9",CAN,ON,1,9180,9,5,2002,60,5,7259.53,7354.64,0,10
15221,"11060 White Rock Road Suite 210   Rancho Cordova CA, 95670",USA,CA,1,0264,0,1,,35,,8765.16,6745.81,1,1
15222,"25 Corporate Drive Suite 310   Burlington MA, 01803",USA,MA,1,3458,3,2,2015,23,4,1469.26,891.37,0,1
15223,"34 Maple Street    Milford MA, 01757",USA,MA,1,2379,2,4,2009,29,,13475.97,11475.89,0,3
15224,"Semmelweisstrasse 7    Planegg , 82152",DEU,,1,8869,8,1,2016,4,,1996.73,3456.41,0,0
15225,"14 Norfolk Avenue    South Easton MA, 02375",USA,MA,1,9517,9,2,2017,10,1,5609.36,4964.78,0,0
15226,"Pharma-Bio Serv Building Suite 6 Road 696  Dorado PR, 00646",USA,PR,1,2379,2,3,2011,29,,1920.63,2058.28,0,1
15227,"800 Research Parkway    Meriden CT, 06450",USA,CT,1,9149,9,1,2014,18,,5835.19,4968.04,0,1
15228,"940 Winter Street    Waltham MA, 02451",USA,MA,1,9180,9,3,2017,3,,4277.97,3927.98,0,5
15229,"902 NW 4th Street    Gainesville FL, 32601",USA,FL,1,9142,9,2,2013,16,,2887.62,2317.83,0,1
15230,"1266 South 1380 West    Orem UT, 84058",USA,UT,1,2174,2,2,2013,19,3,7687.26,6552.55,0,0
15231,"One Kendall Square Building 700 Suite B2002  Cambridge MA, 02139",USA,MA,1,4116,4,3,2008,77,,12917.05,10116.02,1,1
15232,"4700 Spring Street Suite 304   La Mesa CA, 91942",USA,CA,1,6226,6,25,1967,,,,,0,5
15233,"850 Lincoln Centre Drive    Foster City CA, 94404",USA,CA,1,3366,3,1,2015,13,,917.49,295.69,0,0
15234,"7000 Shoreline Court Suite 100   South San Francisco CA, 94080",USA,CA,1,8869,8,1,2015,,1,,,0,1
15235,"3950 South Country Club Road Suite 470 4th Floor  Tucson AZ, 85714",USA,AZ,1,2364,2,6,1999,50,,13088.91,11989.61,0,2
15236,"2600 East Coast Highway Suite 250   Corona Del Mar CA, 92625",USA,CA,1,1515,1,6,2005,142,4,6787.03,4689.2,1,4
15237,"350 Park Avenue 20th Floor   New York NY, 10022",USA,NY,1,9149,9,1,,6,,4877.04,4161.96,0,6
15238,"8401 North Central Expressway Suite 800   Dallas TX, 75225",USA,TX,1,6706,6,20,2017,,,,,0,1
15239,"350 South Grand Avenue    Los Angeles CA, 90071",USA,CA,1,1515,1,1,2016,16,,9877.97,7025.61,0,1
15240,"3305 Flamingo Drive    Vero Beach FL, 32963",USA,FL,1,5085,5,2,2017,3,,860.39,971.84,0,2
15241,"717 Fifth Avenue    New York NY, 10022",USA,NY,1,2535,2,2,,8,,10155.54,8844.34,0,2
15242,"9 West 57th Street Suite 4200   New York NY, 10019",USA,NY,1,1178,1,1,2016,2,,5966.37,4455.73,1,1
15243,"One Belvedere Place Suite 300   Mill Valley CA, 94941",USA,CA,1,7104,7,1,2014,22,2,5707.73,2472.03,0,0
15244,"8329 West Sunset Road Suite 210   Las Vegas NV, 89113",USA,NV,1,0550,0,1,2014,32,,3963.39,3043.57,1,3
15245,"1133 Avenue of the Americas 15th Floor   New York NY, 10036",USA,NY,1,9465,9,1,2016,,,,,0,0
15246,"1 Independent Drive    Jacksonville FL, 32202",USA,FL,1,6226,6,20,1977,112,,34915.87,20099.46,0,0
15247,"184 Shuman Boulevard Suite 420   Naperville IL, 60563",USA,IL,1,8501,8,1,2016,2,1,9687.98,9050.88,0,3
15248,"14111 Freeway Drive Suite 300   Santa Fe Springs CA, 90670",USA,CA,1,2280,2,4,2013,39,,10137.19,9245.46,0,1
15249,"Building 3 Suite 700 3565 Piedmont Road NE  Atlanta GA, 30305",USA,GA,1,7635,7,5,2012,114,,15048.52,5891.53,0,0
15250,"999 West Big Beaver Road    Troy MI, 48084",USA,MI,1,2989,2,3,2011,24,,11091.16,9966.63,0,1
15251,"1001 East Palm Avenue    Tampa FL, 33605",USA,FL,1,6226,6,5,2002,288,,28458.78,17054.5,0,1
15252,"8100 NE Parkway Drive Suite 200   Vancouver WA, 98662",USA,WA,1,3458,3,1,2016,2,2,813.23,524.8,0,2
15253,"2401 East Katella Avenue Suite 300   Anaheim CA, 92806",USA,CA,1,7867,7,1,,,3,,,0,1
15254,"751 Canyon Drive Suite 150   Coppell TX, 75019",USA,TX,1,2307,2,2,2011,22,,2192.40,3273.57,0,0
15255,"2200 West Parkway Boulevard    Salt Lake City UT, 84119",USA,UT,1,7523,7,1,2015,21,,18854.27,7548.43,0,0
15256,"26 Ossipee Road Suite 201   Newton MA, 02464",USA,MA,1,7234,7,1,2014,29,,2989.00,963.29,0,0
15257,"One Commerce Square 17th Floor 2005 Market Street  Philadelphia PA, 19103",USA,PA,1,2174,2,4,2005,55,,7114.55,6694.62,0,1
15258,"11710 Plaza America Drive Suite 2000   Reston VA, 20190",USA,VA,1,4932,4,1,,5,1,2644.41,1924.41,0,4
15259,"103 JFK Parkway    Short Hills NJ, 07078",USA,NJ,1,9149,9,3,,26,,3458.95,2370.12,0,0
15260,"1-3 Strand    London , WC2N 5JR",GBR,,1,7023,7,1,2017,2,,9319.96,4960.98,0,1
15261,"600 Mamaroneck Avenue    Harrison NY, 10528",USA,NY,1,8993,8,2,2015,11,,5965.36,5920.58,0,3
15262,"200 Clarendon Street    Boston MA, 02116",USA,MA,1,9371,9,4,2005,65,,7287.78,5506,0,0
15263,"1331 L Street NW    Washington DC, 20005",USA,DC,1,6706,6,5,2002,288,,22040.71,13501.93,0,1
15264,"1101 K Street NW Suite B100   Washington DC, 20005",USA,DC,1,6706,6,20,1957,112,,123067.31,73719.39,1,4
15265,"RR Media Building Hanegev Street POB 1056  Airport City , 7019900",ISR,,1,0456,0,3,2014,,,,,1,3
15266,"400 Atlantic Street    Stamford CT, 06901",USA,CT,1,4479,4,1,,86,4,1081.99,524.21,0,0
15267,"Moreno 877    Buenos Aires , C1091AAQ",ARG,,1,2379,2,1,2016,9,1,5433.01,5908.01,0,0
15268,"Nisim Aloni 10    Tel Aviv , 62919",ISR,,1,1515,1,6,2011,110,1,24895.02,23190.92,0,2
15269,"47 Hulfish Street Suite 210   Princeton NJ, 08542",USA,NJ,1,2535,2,1,2017,1,,964.80,953.55,0,3
15270,"One South Ocean Boulevard Suite 301   Boca Raton FL, 33432",USA,FL,1,4502,4,1,2016,,,,,0,1
15271,"12540 Broadwell Road Suite 1203   Milton GA, 30004",USA,GA,1,3833,3,2,2015,10,,4108.87,2048.41,1,1
15272,"333 Bay Street Suite 3400   Toronto ON, M5H 2S7",CAN,ON,1,2989,2,6,2005,76,,21526.57,23592.35,0,1
15273,"Wyndham Place 24th Floor 40-44 Wyndham Street  Central , ",HKG,,1,7023,7,4,2013,83,1,18022.90,9481.65,1,2
15274,"217 First Street PO Box 287   Ho-ho-kus NJ, 07423-0287",USA,NJ,1,6973,6,20,1997,,,,,0,1
15275,"2667 Camino del Rio South Suite 312   San Diego CA, 92108",USA,CA,1,4479,4,3,2011,118,,8470.33,6302.05,0,1
15276,"1508 Hodges Street    Lake Charles LA, 70601",USA,LA,1,7867,7,1,,2,3,13746.00,5544.91,0,0
15277,"200 Village Road Lahaina   Maui HI, 96761",USA,HI,1,1071,1,1,,11,3,4395.65,2996.82,0,1
15278,"136 Madison Avenue 5th Floor   New York NY, 10016",USA,NY,1,2535,2,2,,4,,14590.18,13115.28,0,3
15279,"900 North Michigan Avenue    Chicago IL, 60611",USA,IL,1,5057,5,3,2011,38,,1713.74,552.3,0,0
15280,"1903 Wright Place Suite 220   Carlsbad CA, 92008",USA,CA,1,2760,2,6,1999,50,5,6155.37,6120.3,0,0
15281,"400 South Hope Street 25th Floor   Los Angeles CA, 90071",USA,CA,1,8867,8,4,2009,39,3,33416.59,30896.63,0,2
15282,"200 East Randolph Drive    Chicago IL, 60601",USA,IL,1,5956,5,1,2017,3,,2619.96,1408.32,0,1
15283,"9101 Wall Street Suite 1300   Austin TX, 78754",USA,TX,1,6044,6,25,1992,208,,22778.87,13606.29,0,0
15284,"1275 Market Street    San Francisco CA, 94103",USA,CA,1,8869,8,3,2011,38,1,8473.22,7848.39,0,1
15285,"LG Twin Towers 128 Yeoui-daero Yeongdeungpo-gu  Seoul , 07336",KOR,,1,9466,9,1,2014,18,,12569.43,13553.74,0,6
15286,"CBAK Industrial Park Meigui Street Huayuankou Economic Zone  Dalian , 116422",CHN,,1,4215,4,1,,,,,,1,1
15287,"106 West Business Park Drive    Draper UT, 84020",USA,UT,1,4479,4,1,,7,,6238.22,4949.82,1,2
15288,"2525 Shader Road    Orlando FL, 32804",USA,FL,1,9142,9,5,2007,64,,9546.69,7527.4,0,1
15289,"Sgoola Industrial Zone 20 Ben Zion Gelis Street   Petach Tikva , 4927920",ISR,,1,2070,2,1,,22,2,6037.81,6711.31,0,0
15290,"9 Rothschild Boulevard 2nd Floor   Tel Aviv , 6688112",ISR,,1,6226,6,1,2016,38,,7124.32,5226.25,0,0
15291,"36 Lajeunesse Street    Kingsey Falls QC, J0A 1B0",CAN,QC,1,5345,5,1,,6,4,848.70,926.11,0,0
15292,"800 West Pender Street Suite 770   Vancouver BC, V6C 2V6",CAN,BC,1,8275,8,3,2011,17,2,10977.68,14167.1,0,1
15293,"625 Howe Street Suite 1440   Vancouver BC, V6C 2T6",CAN,BC,1,2989,2,1,2016,9,5,4185.44,4124.69,0,1
15294,"145 King Street West Suite 2870   Toronto ON, M5H 1J8",CAN,ON,1,7523,7,2,2015,21,,18782.72,9214.88,0,6
15295,"200 Davenport Road    Toronto ON, M5R 1J2",CAN,ON,1,5956,5,4,2017,6,,1868.71,1756.48,1,6
15296,"8111 Lyndale Avenue South    Bloomington MN, 55420",USA,MN,1,5645,5,1,2016,2,2,2348.47,756.86,0,0
15297,"2701 Spruce Street    Quincy IL, 62301",USA,IL,1,4215,4,6,1999,,5,,,1,2
15298,"1555 West Thomas Avenue    Englewood CO, 80110",USA,CO,1,5494,5,3,2017,3,,547.50,176.45,0,3
15299,"2445 Winnetka Avenue North    Golden Valley MN, 55427",USA,MN,1,8568,8,5,2017,10,,5122.49,4836.74,0,2
15300,"17800 North Perimeter Drive Suite 200   Scottsdale AZ, 85255",USA,AZ,1,0200,0,6,,64,3,29877.82,24738.99,1,2
15301,"3701 West Plano Parkway Suite 300   Plano TX, 75075",USA,TX,1,0456,0,6,2017,30,,2682.86,2377.24,1,1
15302,"26 Broadway 21st Floor   New York NY, 10004",USA,NY,1,1173,1,3,2008,64,4,3457.59,2106.34,1,2
15303,"2235 Enterprise Street Suite 110   Escondido CA, 92029",USA,CA,1,5956,5,3,2011,14,1,1098.13,947.48,0,1
15304,"Z.H.R. Industrial Zone PO Box 32   Rosh Pina , 1200001",ISR,,1,7104,7,1,2016,3,4,2776.77,1443.81,0,3
15305,"5995 Mayfair Road PO Box 3077   North Canton OH, 44720",USA,OH,1,0456,0,1,2015,21,,14211.70,11882.38,1,1
15306,"600 East Greenwich Avenue    West Warwick RI, 02893",USA,RI,1,3366,3,2,,30,,5945.51,4084.07,1,1
15307,"201 3rd Street Suite 900   San Francisco CA, 94103",USA,CA,1,8867,8,1,2015,4,,8389.43,7680.54,1,4
15308,"50 Rio Robles    San Jose CA, 95134",USA,CA,1,9517,9,2,2011,,,,,0,0
15309,"6750 Dumbarton Circle    Fremont CA, 94555",USA,CA,1,7023,7,4,,70,,11598.23,5942.62,0,0
15310,"One Liberty Plaza    New York NY, 10006",USA,NY,1,2379,2,1,,10,,3286.30,2473.59,0,3
15311,"Jubilee Centre Room 1904 19th Floor 18 Fenwick Street Wanchai , ",HKG,,1,5314,5,2,2017,2,5,3256.13,2271.64,0,1
15312,"17100 East Shea Boulevard Suite 230   Fountain Hills AZ, 85268",USA,AZ,1,2764,2,3,2011,29,2,7923.77,7401.31,0,5
15313,"ul. M. Sklodowskiej-Curie 48    Lubin , 59-301",POL,,1,1178,1,1,2014,8,,9155.02,7888.34,0,7
15314,"1040 West Georgia Street 14th Floor   Vancouver BC, V6E 4H8",CAN,BC,1,5645,5,1,2016,1,2,1164.57,533.16,0,2
15315,"1440 East Missouri Avenue Suite 160   Phoenix AZ, 85014",USA,AZ,1,5241,5,3,2017,18,2,1909.71,615.46,1,1
15316,"580 Hornby Street Suite 200   Vancouver BC, V6C 3B6",CAN,BC,1,0782,0,4,2017,46,3,3090.77,3577.01,1,3
15317,"5940 South Rainbow Boulevard    Las Vegas NV, 89118",USA,NV,1,4287,4,2,2013,70,,7284.91,6219.89,1,5
15318,"1-9-1 Higashi-shimbashi Minato-ku   Tokyo , 105-7303",JPN,,1,0163,0,4,2005,130,,15439.22,15281.64,1,1
15319,"Heinz-Nixdorf-Ring 1    Paderborn , 33106",DEU,,1,9180,9,2,,14,5,3804.25,3534.44,0,1
15320,"610 City Park Avenue    New Orleans LA, 70119",USA,LA,1,7523,7,1,2014,27,,6293.05,2445.68,0,2
15321,"501 Orchard Road No. 11-01 Wheelock Place   Singapore , 238880",SGP,,1,2764,2,1,,18,4,2651.67,2855.94,0,0
15322,"Metroplaza Tower II 16th Floor 223 Hing Fong Road Kwai Chung , ",HKG,,1,1515,1,3,2014,58,,5405.14,4775.35,0,3
15323,"Vallviks Bruk    Vallvik , 826 79",SWE,,1,5241,5,6,2011,56,,767.79,301.88,0,0
15324,"2-1, Kusanagi-Kita Shimizu-ku   Shizuoka , 424-8677",JPN,,1,3458,3,4,2009,,3,,,0,0
15325,"1-1, Shibaura 1-chrome Minato-ku   Tokyo , 105-8302",JPN,,1,4116,4,,2013,86,,8748.08,8419.9,1,6
15326,"1987 Brae Moor Drive    Dunedin FL, 34698",USA,FL,1,0550,0,1,2016,14,,5109.06,3851.71,1,4
15327,"400 Continental Boulevard Suite 600   El Segundo CA, 90245",USA,CA,1,9142,9,2,2015,,,,,1,4
15328,"595 Howe Street 10th Floor   Vancouver BC, V6C 2T5",CAN,BC,1,0782,0,4,2013,21,3,7570.46,7746.95,1,1
15329,"Central Plaza Suite 6301 63rd Floor 18 Harbour Road Wanchai , ",HKG,,1,9371,9,,2016,38,,1628.49,2202.18,0,3
15330,"Langfang Economic and Technological Development Zone Caesarea Industrial Park   Langfang , ",CHN,,1,9517,9,4,2017,6,,5815.01,5715.35,0,0
15331,"Chester House Unit 117 81-83 Fulham High Street Fulham Green London , SW6 3JA",GBR,,1,0782,0,3,,45,,8904.64,9195.12,1,1
15332,"3805 East Broadway Boulevard    Tucson AZ, 85716",USA,AZ,1,0550,0,3,,,,,,1,2
15333,"NAC Tower 32nd Street Bonifacio Global City  Taguig City , 1634",PHL,,1,3946,3,,2013,26,,7016.05,6551.71,0,5
15334,"310 Route 94 PO Box 160   Vernon NJ, 07462",USA,NJ,1,4410,4,3,,43,2,2585.26,2550.13,0,0
15335,"Sinotruk Tower Innovation Zone No. 777 Hua‘ao Road  Jinan , 250101",CHN,,1,4410,4,4,2005,,,,,0,1
15336,"525 Woburn Street Suite 3   Tewksbury MA, 01876",USA,MA,1,2280,2,1,2016,7,,1930.44,1266.6,0,6
15337,"3010 LBJ Freeway Suite 400   Dallas TX, 75234",USA,TX,1,7523,7,5,2017,56,,15923.74,6434.06,0,0
15338,"7000 Security Blvd    Baltimore MD, 21244",USA,MD,1,3833,3,4,2005,42,,3793.71,2578.48,0,0
15339,"100 Skyring Terrace Level 6   Newstead QLD, 4006",AUS,,1,8869,8,4,2009,35,,28217.22,32084.05,0,0
15340,"     , ",USA,  ,1,6044,6,25,,288,,14734.48,9067.52,1,1
15341,"2-1, Toranomon 2-chome Minato-ku   Tokyo , 105-8422",JPN,,1,2989,2,2,2011,20,3,12408.38,14204.28,0,0
15342,"Santa Engracia, 120    Madrid , 28003",ESP,,1,5057,5,5,,22,,7310.38,3795.95,0,0
15343,"Newspaper House 50 Hasler Road Osborne Park  Perth WA, 6017",AUS,,1,0264,0,1,2014,27,,15333.55,14871.28,1,2
15344,"410 Park Avenue 15th Floor   New York NY, 10022",USA,NY,1,1178,1,1,2017,11,,7567.87,5629.66,0,1
15345,"110 Athinon Avenue    Athens , 104 42",GRC,,1,5314,5,1,2014,18,,1137.04,1575.2,0,2
15346,"Lippo Centre Tower One, 38th Floor 89 Queensway  Hong Kong , ",HKG,,1,2070,2,1,,23,4,3005.72,2614.54,0,0
15347,"1919 NW 19th Street Suite 302   Fort Lauderdale FL, 33311",USA,FL,1,7234,7,1,2015,3,,7779.61,3195.87,0,0
15348,"2-4-16, Kyobashi Chuo-ku   Tokyo , 104-0031",JPN,,1,0163,0,1,,5,,20405.02,18799.56,0,0
15349,"Thurgauerstrasse 54    Zurich , 8050",CHE,,1,1071,1,3,2008,,,,,0,1
15350,"6401 East Thomas Road Suite 106   Scottsdale AZ, 85251",USA,AZ,1,5085,5,2,2015,10,,2675.19,1238.58,1,1
15351,"Federal House 86 Federal Street   Auckland , ",NZL,,1,4215,4,6,,96,,1491.79,1706.09,1,1
15352,"2-2-3 Uchisaiwaicho Chiyoda-ku   Tokyo , 100-0011",JPN,,1,3833,3,3,2017,10,,1280.22,1094.63,1,1
15353,"96, avenue Charles de Gaulle    Neuilly-sur-Seine , 92200",FRA,,1,8275,8,1,2016,5,1,4881.11,5862.33,0,2
15354,"718 Thompson Lane Suite 108-199   Nashville TN, 37204",USA,TN,1,1178,1,2,,16,5,12395.14,8189.08,1,1
15355,"6 Takeda Tobadono-cho Fushimi-ku   Kyoto , 612-8501",JPN,,1,9180,9,1,2016,5,2,3331.75,3969.72,0,0
15356,"Jl. Gaya Motor Raya No. 8 Sunter II   North Jakarta , 14330",IDN,,1,8869,8,1,2016,4,,2843.56,2728.5,0,1
15357,"13018, 80th Avenue Suite 100   Surrey BC, V3W 3A8",CAN,BC,1,2364,2,2,2015,8,2,3411.13,3063.88,1,2
15358,"17 West Main Street PO Box 609   Luray VA, 22835",USA,VA,1,3366,3,2,2013,22,,3386.83,2338.9,0,2
15359,"4-6-10, Koishikawa Bunkyo-ku   Tokyo , 112-8088",JPN,,1,6683,6,1,2014,54,2,7903.27,5402.08,1,1
15360,"1161 & 1162 Solitaire Corporate Park Building No. 11, 6th Floor, 167, Guru Hargovindji Marg Andheri Ghatkopar Link Road Chakala, Andheri (East) Mumbai , 400093",IND,,1,5956,5,1,,22,1,1265.16,1022.6,0,0
15361,"Avenida Prefeito Waldemar Grubba, 3300    Jaragua do Sul SC, 89256-900",BRA,,1,0550,0,1,2014,21,,16249.52,16259.04,1,1
