claim_id,claim_date,policy_id,inception_date,expiration_date,company_id,claim_amount
4555,2017-03-25,5400,2016-07-01,2017-07-01,20651,2287.68
4556,2016-04-22,5403,2016-01-01,2016-12-31,13983,2078.19
4557,2016-03-04,5403,2016-01-01,2016-12-31,13983,3076.31
4558,2016-12-28,5404,2016-07-01,2017-07-01,15441,1810.84
4559,2017-05-24,5404,2016-07-01,2017-07-01,15441,6308.29
4560,2016-10-13,5473,2016-01-01,2016-12-31,16013,3883.04
4561,2016-04-16,5473,2016-01-01,2016-12-31,16013,1441.53
4562,2016-10-15,5476,2016-01-01,2016-12-31,2371,2227.54
4563,2016-08-01,5476,2016-01-01,2016-12-31,2371,2681.99
4564,2016-07-09,5484,2016-07-01,2017-07-01,725,3755.11
4565,2016-07-14,5484,2016-07-01,2017-07-01,725,3223.26
4566,2016-09-13,5504,2016-07-01,2017-07-01,27189,3976.85
4567,2017-05-01,5504,2016-07-01,2017-07-01,27189,4223.30
4568,2016-08-31,5522,2016-03-01,2017-03-01,4921,5286.07
4569,2016-03-18,5522,2016-03-01,2017-03-01,4921,9521.41
4570,2016-08-14,5539,2016-01-01,2016-12-31,7825,1293.69
4571,2016-06-19,5539,2016-01-01,2016-12-31,7825,2109.81
4572,2016-11-10,5548,2016-01-01,2016-12-31,347,9391.06
4573,2016-03-14,5548,2016-01-01,2016-12-31,347,6737.65
4574,2017-11-07,5566,2016-12-01,2017-12-01,7840,1685.87
4575,2017-06-10,5566,2016-12-01,2017-12-01,7840,1284.54
4576,2016-02-18,5570,2016-02-01,2017-01-31,13701,5404.71
4577,2016-03-29,5570,2016-02-01,2017-01-31,13701,2521.33
4578,2016-02-10,5604,2016-01-01,2016-12-31,26988,1337.32
4579,2016-11-23,5604,2016-01-01,2016-12-31,26988,1894.63
4580,2016-03-26,5625,2016-01-01,2016-12-31,3471,1242.72
4581,2016-01-11,5625,2016-01-01,2016-12-31,3471,1235.53
4582,2016-07-16,5650,2016-07-01,2017-07-01,13277,1819.88
4583,2016-12-06,5650,2016-07-01,2017-07-01,13277,1211.60
4584,2017-06-18,5661,2016-10-01,2017-10-01,8756,2487.47
4585,2017-04-18,5661,2016-10-01,2017-10-01,8756,2193.35
4586,2017-03-27,5673,2016-07-01,2017-07-01,9502,511.08
4587,2017-02-27,5673,2016-07-01,2017-07-01,9502,694.00
4588,2017-02-13,5696,2016-10-01,2017-10-01,7218,2148.42
4589,2017-01-18,5696,2016-10-01,2017-10-01,7218,1536.26
4590,2016-09-25,5719,2016-01-01,2016-12-31,3606,6258.72
4591,2016-07-22,5719,2016-01-01,2016-12-31,3606,1768.33
4592,2016-08-26,5727,2016-01-01,2016-12-31,27420,3111.11
4593,2016-06-17,5727,2016-01-01,2016-12-31,27420,7049.80
4594,2017-01-29,5729,2016-07-01,2017-07-01,25812,3119.03
4595,2016-07-08,5729,2016-07-01,2017-07-01,25812,2071.06
4596,2016-09-10,5748,2016-01-01,2016-12-31,6238,3470.68
4597,2016-04-22,5748,2016-01-01,2016-12-31,6238,2005.41
4598,2017-06-15,5770,2016-12-01,2017-12-01,10196,2658.24
4599,2017-05-25,5770,2016-12-01,2017-12-01,10196,4258.18
4600,2016-07-25,5810,2016-01-01,2016-12-31,15913,4143.28
4601,2016-02-01,5810,2016-01-01,2016-12-31,15913,4498.28
4602,2016-08-17,5829,2016-01-01,2016-12-31,11880,1681.72
4603,2016-03-04,5829,2016-01-01,2016-12-31,11880,1673.99
4604,2016-10-21,5831,2016-09-01,2017-09-01,15245,2513.14
4605,2017-08-20,5831,2016-09-01,2017-09-01,15245,3946.05
4606,2016-02-12,5844,2016-01-01,2016-12-31,4859,1691.01
4607,2016-02-20,5844,2016-01-01,2016-12-31,4859,1550.68
4608,2016-11-29,5847,2016-01-01,2016-12-31,4751,2342.72
4609,2016-01-21,5847,2016-01-01,2016-12-31,4751,3275.55
4610,2016-08-23,5852,2016-01-01,2016-12-31,11768,5211.62
4611,2016-12-06,5852,2016-01-01,2016-12-31,11768,3503.07
4612,2017-01-28,5862,2016-10-01,2017-10-01,11757,4173.61
4613,2017-08-14,5862,2016-10-01,2017-10-01,11757,1835.09
4614,2016-05-04,5872,2016-01-01,2016-12-31,5705,2010.95
4615,2016-08-19,5872,2016-01-01,2016-12-31,5705,4148.39
4616,2016-12-06,5874,2016-07-01,2017-07-01,11125,1675.76
4617,2017-03-06,5874,2016-07-01,2017-07-01,11125,1855.55
4618,2016-04-10,5908,2016-01-01,2016-12-31,16246,492.77
4619,2016-07-19,5908,2016-01-01,2016-12-31,16246,922.27
4620,2016-08-12,5965,2016-03-01,2017-03-01,23204,1430.85
4621,2016-10-26,5965,2016-03-01,2017-03-01,23204,1432.59
4622,2016-03-07,5977,2016-01-01,2016-12-31,24962,1093.24
4623,2016-04-17,5977,2016-01-01,2016-12-31,24962,1642.55
4624,2017-09-23,5978,2016-11-01,2017-11-01,12081,1289.10
4625,2017-08-02,5978,2016-11-01,2017-11-01,12081,1276.16
4626,2017-01-30,5984,2016-07-01,2017-07-01,5797,5756.60
4627,2016-09-17,5984,2016-07-01,2017-07-01,5797,7870.22
4628,2016-07-25,5985,2016-07-01,2017-07-01,22116,3675.95
4629,2017-04-11,5985,2016-07-01,2017-07-01,22116,1301.92
4630,2017-09-26,5994,2016-10-01,2017-10-01,6159,1276.17
4631,2017-07-15,5994,2016-10-01,2017-10-01,6159,1279.66
4632,2016-06-28,6013,2016-03-01,2017-03-01,6307,8078.97
4633,2016-12-14,6013,2016-03-01,2017-03-01,6307,1063.12
4634,2016-04-22,6091,2016-01-01,2016-12-31,17189,3496.04
4635,2016-05-11,6091,2016-01-01,2016-12-31,17189,2481.62
4636,2017-01-07,6103,2016-11-01,2017-11-01,13438,1590.10
4637,2017-06-24,6103,2016-11-01,2017-11-01,13438,2646.45
4638,2016-08-02,6117,2016-01-01,2016-12-31,1690,3752.12
4639,2016-03-17,6117,2016-01-01,2016-12-31,1690,9752.00
4640,2016-07-01,6140,2016-01-01,2016-12-31,13117,8426.52
4641,2016-06-24,6140,2016-01-01,2016-12-31,13117,5956.50
4642,2017-06-01,6158,2016-07-01,2017-07-01,27140,1337.04
4643,2016-07-02,6158,2016-07-01,2017-07-01,27140,844.05
4644,2017-07-26,6196,2016-10-01,2017-10-01,26268,3530.42
4645,2017-01-24,6196,2016-10-01,2017-10-01,26268,8783.02
4646,2016-06-15,6207,2016-01-01,2016-12-31,9541,3592.62
4647,2016-04-14,6207,2016-01-01,2016-12-31,9541,3433.61
4648,2016-11-22,6223,2016-03-01,2017-03-01,15792,2558.77
4649,2017-02-23,6223,2016-03-01,2017-03-01,15792,2070.06
4650,2016-12-14,6309,2016-07-01,2017-07-01,18692,1643.82
4651,2017-05-09,6309,2016-07-01,2017-07-01,18692,4986.13
4652,2016-11-06,6352,2016-01-01,2016-12-31,4194,3888.05
4653,2016-08-28,6352,2016-01-01,2016-12-31,4194,1908.25
4654,2016-11-25,6371,2016-07-01,2017-07-01,24534,1381.20
4655,2017-03-20,6371,2016-07-01,2017-07-01,24534,3805.33
4656,2016-04-30,6396,2016-01-01,2016-12-31,20262,794.48
4657,2016-03-03,6396,2016-01-01,2016-12-31,20262,2111.28
4658,2017-02-19,6436,2016-07-01,2017-07-01,11358,11419.17
4659,2017-06-18,6436,2016-07-01,2017-07-01,11358,3334.45
4660,2016-07-12,6488,2016-07-01,2017-07-01,15297,3333.28
4661,2016-10-21,6488,2016-07-01,2017-07-01,15297,2786.64
4662,2017-02-13,6496,2016-12-01,2017-12-01,19990,4655.87
4663,2017-01-16,6496,2016-12-01,2017-12-01,19990,2868.52
4664,2016-08-25,6534,2016-03-01,2017-03-01,17572,1507.05
4665,2016-07-12,6534,2016-03-01,2017-03-01,17572,1259.58
4666,2016-04-12,6535,2016-02-01,2017-01-31,11119,953.09
4667,2016-06-23,6535,2016-02-01,2017-01-31,11119,2680.39
4668,2016-11-18,6550,2016-01-01,2016-12-31,6226,5864.71
4669,2016-12-27,6550,2016-01-01,2016-12-31,6226,6844.89
4670,2017-01-12,6555,2016-03-01,2017-03-01,14575,4598.12
4671,2017-02-04,6555,2016-03-01,2017-03-01,14575,3773.77
4672,2016-09-05,6556,2016-01-01,2016-12-31,7570,1315.40
4673,2016-03-18,6556,2016-01-01,2016-12-31,7570,1405.63
4674,2017-09-25,6665,2016-10-01,2017-10-01,13235,3596.97
4675,2017-04-02,6665,2016-10-01,2017-10-01,13235,8370.93
4676,2017-01-21,6678,2016-07-01,2017-07-01,24076,7566.64
4677,2017-05-30,6678,2016-07-01,2017-07-01,24076,3932.05
4678,2017-03-12,6690,2016-11-01,2017-11-01,12686,2091.35
4679,2017-04-07,6690,2016-11-01,2017-11-01,12686,1661.57
4680,2016-09-08,6703,2016-07-01,2017-07-01,14709,1752.32
4681,2017-06-13,6703,2016-07-01,2017-07-01,14709,2252.95
4682,2017-08-10,6734,2016-12-01,2017-12-01,18700,2208.07
4683,2017-10-31,6734,2016-12-01,2017-12-01,18700,1671.81
4684,2016-08-09,6768,2016-01-01,2016-12-31,23003,5954.60
4685,2016-08-12,6768,2016-01-01,2016-12-31,23003,6886.93
4686,2017-04-14,6812,2016-07-01,2017-07-01,7114,1901.30
4687,2016-08-01,6812,2016-07-01,2017-07-01,7114,2280.73
4688,2017-04-15,6866,2016-10-01,2017-10-01,17439,3846.81
4689,2017-09-10,6866,2016-10-01,2017-10-01,17439,1840.50
4690,2016-04-12,6903,2016-01-01,2016-12-31,4412,1110.72
4691,2016-08-08,6903,2016-01-01,2016-12-31,4412,1445.51
4692,2016-03-04,6939,2016-01-01,2016-12-31,10558,801.63
4693,2016-08-23,6939,2016-01-01,2016-12-31,10558,2941.39
4694,2016-04-30,6960,2016-01-01,2016-12-31,24063,3355.39
4695,2016-05-13,6960,2016-01-01,2016-12-31,24063,5687.72
4696,2017-01-10,6981,2016-06-01,2017-06-01,12844,2587.87
4697,2016-12-08,6981,2016-06-01,2017-06-01,12844,1732.26
4698,2017-02-07,7032,2016-06-01,2017-06-01,15395,1870.84
4699,2016-06-29,7032,2016-06-01,2017-06-01,15395,3363.38
4700,2016-07-01,7046,2016-04-01,2017-04-01,21320,2026.43
4701,2017-02-06,7046,2016-04-01,2017-04-01,21320,9514.67
4702,2017-07-09,7058,2016-12-01,2017-12-01,10015,2743.46
4703,2017-02-23,7058,2016-12-01,2017-12-01,10015,9341.10
4704,2016-11-24,7101,2016-09-01,2017-09-01,4319,1802.49
4705,2016-09-06,7101,2016-09-01,2017-09-01,4319,4162.26
4706,2017-02-28,7108,2016-08-01,2017-08-01,11618,3532.93
4707,2016-08-21,7108,2016-08-01,2017-08-01,11618,2149.89
4708,2016-05-28,7133,2016-01-01,2016-12-31,25299,6216.02
4709,2016-11-15,7133,2016-01-01,2016-12-31,25299,4030.05
4710,2017-03-29,7160,2016-04-01,2017-04-01,5709,2604.65
4711,2017-01-13,7160,2016-04-01,2017-04-01,5709,2372.30
4712,2016-08-12,7214,2016-01-01,2016-12-31,25604,6346.06
4713,2016-04-27,7214,2016-01-01,2016-12-31,25604,5284.74
4714,2016-09-13,7218,2016-01-01,2016-12-31,27554,1875.62
4715,2016-02-22,7218,2016-01-01,2016-12-31,27554,2018.71
4716,2016-05-13,7266,2016-01-01,2016-12-31,26666,8216.10
4717,2016-07-06,7266,2016-01-01,2016-12-31,26666,2685.62
4718,2016-04-16,7303,2016-01-01,2016-12-31,4961,1879.66
4719,2016-10-06,7303,2016-01-01,2016-12-31,4961,2140.94
4720,2017-02-04,7377,2016-07-01,2017-07-01,10640,3327.66
4721,2017-05-25,7377,2016-07-01,2017-07-01,10640,2696.29
4722,2016-10-06,7379,2016-01-01,2016-12-31,2881,2901.49
4723,2016-10-04,7379,2016-01-01,2016-12-31,2881,3844.39
4724,2016-08-01,7381,2016-01-01,2016-12-31,8745,1744.26
4725,2016-09-12,7381,2016-01-01,2016-12-31,8745,1447.98
4726,2016-10-10,7386,2016-02-01,2017-01-31,8798,1866.19
4727,2016-03-17,7386,2016-02-01,2017-01-31,8798,2204.79
4728,2016-06-07,7414,2016-01-01,2016-12-31,22569,783.53
4729,2016-06-18,7414,2016-01-01,2016-12-31,22569,744.77
4730,2016-08-03,7498,2016-02-01,2017-01-31,22321,3282.78
4731,2016-09-26,7498,2016-02-01,2017-01-31,22321,873.88
4732,2016-07-18,7506,2016-01-01,2016-12-31,23601,1845.57
4733,2016-01-07,7506,2016-01-01,2016-12-31,23601,3015.44
4734,2016-06-26,7529,2016-02-01,2017-01-31,9970,3313.80
4735,2016-03-09,7529,2016-02-01,2017-01-31,9970,2038.42
4736,2016-09-08,7543,2016-01-01,2016-12-31,6128,3165.95
4737,2016-11-22,7543,2016-01-01,2016-12-31,6128,5567.48
4738,2016-09-10,7599,2016-01-01,2016-12-31,14589,3296.00
4739,2016-02-05,7599,2016-01-01,2016-12-31,14589,6561.60
4740,2016-08-12,7605,2016-01-01,2016-12-31,12892,2782.12
4741,2016-05-14,7605,2016-01-01,2016-12-31,12892,5750.84
4742,2017-06-12,7705,2016-10-01,2017-10-01,10271,2352.06
4743,2017-02-18,7705,2016-10-01,2017-10-01,10271,3140.79
4744,2016-11-07,7716,2016-01-01,2016-12-31,15163,1336.46
4745,2016-09-21,7716,2016-01-01,2016-12-31,15163,2923.26
4746,2016-10-02,7725,2016-07-01,2017-07-01,9136,1333.32
4747,2017-03-23,7725,2016-07-01,2017-07-01,9136,3733.75
4748,2016-09-22,7746,2016-01-01,2016-12-31,11852,5478.69
4749,2016-02-18,7746,2016-01-01,2016-12-31,11852,2717.29
4750,2016-06-03,7754,2016-01-01,2016-12-31,20556,1084.14
4751,2016-07-28,7754,2016-01-01,2016-12-31,20556,2224.52
4752,2016-07-11,7764,2016-07-01,2017-07-01,4129,2015.23
4753,2017-03-20,7764,2016-07-01,2017-07-01,4129,3473.68
4754,2016-10-18,7787,2016-02-01,2017-01-31,15744,3032.79
4755,2016-03-26,7787,2016-02-01,2017-01-31,15744,2128.92
4756,2016-07-21,7790,2016-07-01,2017-07-01,5244,5901.77
4757,2016-10-19,7790,2016-07-01,2017-07-01,5244,3356.39
4758,2017-10-28,7804,2016-11-01,2017-11-01,7797,1568.57
4759,2016-11-20,7804,2016-11-01,2017-11-01,7797,3211.74
4760,2016-11-06,7824,2016-01-01,2016-12-31,24278,6497.99
4761,2016-06-04,7824,2016-01-01,2016-12-31,24278,3086.70
4762,2017-03-31,7850,2016-05-01,2017-05-01,17659,3121.88
4763,2016-08-24,7850,2016-05-01,2017-05-01,17659,1957.53
4764,2016-12-18,7877,2016-12-01,2017-12-01,4670,1829.32
4765,2017-06-02,7877,2016-12-01,2017-12-01,4670,2256.15
4766,2016-06-16,7883,2016-03-01,2017-03-01,15757,1244.37
4767,2016-07-14,7883,2016-03-01,2017-03-01,15757,2416.87
4768,2016-09-21,7897,2016-01-01,2016-12-31,26406,1628.35
4769,2016-06-29,7897,2016-01-01,2016-12-31,26406,1148.87
4770,2016-08-28,7916,2016-07-01,2017-07-01,23331,3837.50
4771,2017-02-27,7916,2016-07-01,2017-07-01,23331,1385.91
4772,2016-06-17,7929,2016-01-01,2016-12-31,3109,7115.55
4773,2016-12-07,7929,2016-01-01,2016-12-31,3109,2356.91
4774,2016-08-11,7953,2016-08-01,2017-08-01,7647,3212.45
4775,2017-02-02,7953,2016-08-01,2017-08-01,7647,1753.28
4776,2017-03-16,7956,2016-07-01,2017-07-01,11660,1443.28
4777,2017-04-11,7956,2016-07-01,2017-07-01,11660,1884.03
4778,2016-06-06,7970,2016-01-01,2016-12-31,15533,4323.34
4779,2016-10-05,7970,2016-01-01,2016-12-31,15533,2201.00
4780,2016-10-23,8000,2016-02-01,2017-01-31,7422,1683.21
4781,2016-04-17,8000,2016-02-01,2017-01-31,7422,2416.47
4782,2016-08-12,8009,2016-07-01,2017-07-01,18345,926.11
4783,2017-05-22,8009,2016-07-01,2017-07-01,18345,1458.84
4784,2016-02-12,8025,2016-01-01,2016-12-31,4782,1655.12
4785,2016-05-25,8025,2016-01-01,2016-12-31,4782,3706.45
4786,2016-07-23,8030,2016-02-01,2017-01-31,21438,5250.70
4787,2016-07-13,8030,2016-02-01,2017-01-31,21438,4084.49
4788,2016-04-13,8034,2016-01-01,2016-12-31,13174,1723.90
4789,2016-08-27,8034,2016-01-01,2016-12-31,13174,1255.61
4790,2016-12-05,8036,2016-07-01,2017-07-01,18705,5819.86
4791,2017-03-24,8036,2016-07-01,2017-07-01,18705,5104.03
4792,2016-01-12,8037,2016-01-01,2016-12-31,13148,5588.19
4793,2016-10-31,8037,2016-01-01,2016-12-31,13148,2270.84
4794,2016-07-31,8040,2016-01-01,2016-12-31,5772,873.51
4795,2016-03-11,8040,2016-01-01,2016-12-31,5772,1848.24
4796,2016-05-20,8060,2016-01-01,2016-12-31,27568,1836.23
4797,2016-07-19,8060,2016-01-01,2016-12-31,27568,1765.20
4798,2017-06-10,8078,2016-07-01,2017-07-01,25641,963.60
4799,2016-09-04,8078,2016-07-01,2017-07-01,25641,601.18
4800,2016-02-19,8081,2016-01-01,2016-12-31,27450,2848.00
4801,2016-11-25,8081,2016-01-01,2016-12-31,27450,1297.54
4802,2016-10-12,8084,2016-07-01,2017-07-01,22974,3899.18
4803,2016-09-20,8084,2016-07-01,2017-07-01,22974,1885.26
4804,2016-10-23,8096,2016-07-01,2017-07-01,12404,6150.57
4805,2017-04-16,8096,2016-07-01,2017-07-01,12404,7273.94
4806,2016-11-06,8099,2016-01-01,2016-12-31,17557,3470.03
4807,2016-11-13,8099,2016-01-01,2016-12-31,17557,3195.33
4808,2017-02-12,8111,2016-11-01,2017-11-01,15376,436.80
4809,2017-07-08,8111,2016-11-01,2017-11-01,15376,750.60
4810,2017-05-22,8119,2016-06-01,2017-06-01,18675,2419.43
4811,2017-02-13,8119,2016-06-01,2017-06-01,18675,2465.77
4812,2017-03-31,8168,2016-07-01,2017-07-01,9400,5893.42
4813,2017-03-16,8168,2016-07-01,2017-07-01,9400,3606.89
4814,2016-03-17,8210,2016-01-01,2016-12-31,14848,7266.13
4815,2016-12-23,8210,2016-01-01,2016-12-31,14848,4274.98
4816,2017-04-24,8213,2016-11-01,2017-11-01,9889,3900.63
4817,2017-05-19,8213,2016-11-01,2017-11-01,9889,1471.47
4818,2017-08-23,8234,2016-10-01,2017-10-01,22240,1760.59
4819,2017-07-30,8234,2016-10-01,2017-10-01,22240,2686.17
4820,2016-03-13,8267,2016-01-01,2016-12-31,12777,2821.96
4821,2016-05-26,8267,2016-01-01,2016-12-31,12777,1441.60
4822,2016-11-25,8286,2016-07-01,2017-07-01,18845,2566.92
4823,2017-06-07,8286,2016-07-01,2017-07-01,18845,2093.76
4824,2016-11-25,8300,2016-02-01,2017-01-31,6500,4241.30
4825,2016-08-02,8300,2016-02-01,2017-01-31,6500,6191.59
4826,2016-07-07,8308,2016-07-01,2017-07-01,15130,5473.46
4827,2017-05-16,8308,2016-07-01,2017-07-01,15130,8781.14
4828,2017-03-18,8317,2016-08-01,2017-08-01,21522,3075.68
4829,2016-10-24,8317,2016-08-01,2017-08-01,21522,2957.53
4830,2016-04-21,8326,2016-01-01,2016-12-31,2023,1666.99
4831,2016-08-20,8326,2016-01-01,2016-12-31,2023,2146.40
4832,2016-10-03,8330,2016-01-01,2016-12-31,14842,1953.00
4833,2016-11-09,8330,2016-01-01,2016-12-31,14842,2475.86
4834,2016-09-08,8353,2016-04-01,2017-04-01,18252,3120.45
4835,2016-09-24,8353,2016-04-01,2017-04-01,18252,5119.93
4836,2017-05-19,8509,2016-07-01,2017-07-01,6157,1718.31
4837,2016-11-04,8509,2016-07-01,2017-07-01,6157,7400.48
4838,2016-11-08,8519,2016-07-01,2017-07-01,20311,4479.99
4839,2017-01-23,8519,2016-07-01,2017-07-01,20311,3080.18
4840,2016-04-02,8521,2016-01-01,2016-12-31,8678,3442.84
4841,2016-03-24,8521,2016-01-01,2016-12-31,8678,2307.00
4842,2016-08-09,8534,2016-07-01,2017-07-01,26885,4470.19
4843,2017-02-20,8534,2016-07-01,2017-07-01,26885,4198.28
4844,2017-05-06,8551,2016-09-01,2017-09-01,6615,2869.04
4845,2017-08-11,8551,2016-09-01,2017-09-01,6615,2078.85
4846,2016-02-27,8572,2016-01-01,2016-12-31,21338,3793.42
4847,2016-03-22,8572,2016-01-01,2016-12-31,21338,3048.49
4848,2016-12-20,8594,2016-07-01,2017-07-01,3234,2120.39
4849,2017-04-05,8594,2016-07-01,2017-07-01,3234,4064.68
4850,2016-08-18,8631,2016-02-01,2017-01-31,20008,3055.64
4851,2016-04-24,8631,2016-02-01,2017-01-31,20008,4004.30
4852,2016-09-04,8651,2016-01-01,2016-12-31,16769,1261.80
4853,2016-05-28,8651,2016-01-01,2016-12-31,16769,1391.16
4854,2016-11-07,8654,2016-03-01,2017-03-01,24446,5406.76
4855,2016-12-31,8654,2016-03-01,2017-03-01,24446,3670.26
4856,2016-11-17,8677,2016-08-01,2017-08-01,17914,4839.00
4857,2016-09-11,8677,2016-08-01,2017-08-01,17914,5011.36
4858,2016-06-03,8716,2016-01-01,2016-12-31,22035,2321.43
4859,2016-07-21,8716,2016-01-01,2016-12-31,22035,6167.40
4860,2016-03-04,8728,2016-03-01,2017-03-01,10662,2926.45
4861,2016-07-04,8728,2016-03-01,2017-03-01,10662,4233.28
4862,2017-01-08,8747,2016-09-01,2017-09-01,5888,3867.80
4863,2017-05-07,8747,2016-09-01,2017-09-01,5888,3050.09
4864,2016-08-10,8779,2016-06-01,2017-06-01,4682,1871.45
4865,2017-03-21,8779,2016-06-01,2017-06-01,4682,3206.37
4866,2016-11-28,8807,2016-01-01,2016-12-31,19879,4192.46
4867,2016-12-28,8807,2016-01-01,2016-12-31,19879,1669.12
4868,2017-04-19,8821,2016-07-01,2017-07-01,27318,7324.82
4869,2016-08-13,8821,2016-07-01,2017-07-01,27318,3395.22
4870,2017-01-08,8858,2016-07-01,2017-07-01,13351,7852.75
4871,2016-12-11,8858,2016-07-01,2017-07-01,13351,2886.19
4872,2016-12-29,8871,2016-07-01,2017-07-01,22869,1821.61
4873,2017-04-21,8871,2016-07-01,2017-07-01,22869,8133.88
4874,2017-03-11,8884,2016-11-01,2017-11-01,20907,2789.04
4875,2017-01-28,8884,2016-11-01,2017-11-01,20907,2009.38
4876,2016-11-13,8944,2016-01-01,2016-12-31,4601,5293.70
4877,2016-09-10,8944,2016-01-01,2016-12-31,4601,5781.07
4878,2017-06-27,9014,2016-07-01,2017-07-01,16767,3260.46
4879,2017-01-25,9014,2016-07-01,2017-07-01,16767,4075.98
4880,2017-03-12,9038,2016-06-01,2017-06-01,22130,2761.96
4881,2017-01-29,9038,2016-06-01,2017-06-01,22130,1425.73
4882,2016-07-04,9043,2016-01-01,2016-12-31,8705,3625.53
4883,2016-12-19,9043,2016-01-01,2016-12-31,8705,2250.50
4884,2017-06-24,9074,2016-07-01,2017-07-01,2217,5198.33
4885,2016-09-20,9074,2016-07-01,2017-07-01,2217,2473.43
4886,2016-09-05,9148,2016-01-01,2016-12-31,6153,2664.27
4887,2016-02-22,9148,2016-01-01,2016-12-31,6153,2925.40
4888,2017-02-07,9197,2016-07-01,2017-07-01,12221,1248.03
4889,2017-04-15,9197,2016-07-01,2017-07-01,12221,8211.53
4890,2016-07-16,9231,2016-01-01,2016-12-31,1061,2431.28
4891,2016-02-19,9231,2016-01-01,2016-12-31,1061,2113.50
4892,2017-01-18,9235,2016-09-01,2017-09-01,7072,10934.49
4893,2017-05-26,9235,2016-09-01,2017-09-01,7072,4467.94
4894,2016-05-04,9293,2016-01-01,2016-12-31,200,3590.90
4895,2016-09-29,9293,2016-01-01,2016-12-31,200,4756.75
4896,2017-01-13,9313,2016-07-01,2017-07-01,11591,4446.77
4897,2016-10-13,9313,2016-07-01,2017-07-01,11591,3435.75
4898,2016-06-15,9354,2016-05-01,2017-05-01,9620,1959.83
4899,2016-08-08,9354,2016-05-01,2017-05-01,9620,3704.18
4900,2016-12-19,9366,2016-07-01,2017-07-01,15181,751.47
4901,2017-03-27,9366,2016-07-01,2017-07-01,15181,934.84
4902,2017-04-26,9367,2016-07-01,2017-07-01,25095,3861.96
4903,2016-08-30,9367,2016-07-01,2017-07-01,25095,3106.41
4904,2017-05-05,9381,2016-06-01,2017-06-01,23764,3661.32
4905,2016-08-20,9381,2016-06-01,2017-06-01,23764,1475.65
4906,2016-05-10,9395,2016-01-01,2016-12-31,12145,2776.27
4907,2016-11-22,9395,2016-01-01,2016-12-31,12145,1575.63
4908,2017-03-18,9423,2016-04-01,2017-04-01,17358,5867.10
4909,2016-05-21,9423,2016-04-01,2017-04-01,17358,5750.54
4910,2016-02-20,9435,2016-01-01,2016-12-31,22184,5370.63
4911,2016-02-23,9435,2016-01-01,2016-12-31,22184,2500.03
4912,2016-11-03,9462,2016-07-01,2017-07-01,19287,1899.69
4913,2017-03-18,9462,2016-07-01,2017-07-01,19287,1454.32
4914,2016-10-28,9465,2016-08-01,2017-08-01,588,1970.80
4915,2016-12-05,9465,2016-08-01,2017-08-01,588,2453.97
4916,2017-01-04,9467,2016-03-01,2017-03-01,11130,2061.36
4917,2017-02-16,9467,2016-03-01,2017-03-01,11130,4056.49
4918,2016-08-03,9473,2016-06-01,2017-06-01,4664,4696.36
4919,2016-12-31,9473,2016-06-01,2017-06-01,4664,2132.80
4920,2016-11-06,9481,2016-01-01,2016-12-31,14858,2221.20
4921,2016-08-19,9481,2016-01-01,2016-12-31,14858,2162.13
4922,2016-02-23,9485,2016-02-01,2017-01-31,25263,6393.22
4923,2016-10-15,9485,2016-02-01,2017-01-31,25263,5430.42
4924,2016-12-04,9503,2016-05-01,2017-05-01,26352,2518.55
4925,2016-06-04,9503,2016-05-01,2017-05-01,26352,2880.63
4926,2016-07-22,9630,2016-01-01,2016-12-31,15205,1297.57
4927,2016-06-22,9630,2016-01-01,2016-12-31,15205,4232.45
4928,2016-02-14,9642,2016-02-01,2017-01-31,23936,2277.74
4929,2016-12-23,9642,2016-02-01,2017-01-31,23936,1796.86
4930,2017-01-01,9652,2016-05-01,2017-05-01,5122,1763.30
4931,2017-04-22,9652,2016-05-01,2017-05-01,5122,1660.46
4932,2016-12-30,9658,2016-07-01,2017-07-01,2227,1761.12
4933,2017-06-03,9658,2016-07-01,2017-07-01,2227,6659.77
4934,2016-10-16,9663,2016-03-01,2017-03-01,21309,5321.29
4935,2016-08-28,9663,2016-03-01,2017-03-01,21309,3385.88
4936,2016-03-10,9674,2016-01-01,2016-12-31,19271,1466.89
4937,2016-09-16,9674,2016-01-01,2016-12-31,19271,2771.71
4938,2016-11-24,9707,2016-06-01,2017-06-01,18089,1118.50
4939,2016-12-20,9707,2016-06-01,2017-06-01,18089,3499.12
4940,2016-10-23,9708,2016-01-01,2016-12-31,2477,1741.67
4941,2016-11-17,9708,2016-01-01,2016-12-31,2477,2437.66
4942,2016-06-26,9709,2016-03-01,2017-03-01,17587,1461.64
4943,2016-06-15,9709,2016-03-01,2017-03-01,17587,2892.34
4944,2016-08-24,9724,2016-07-01,2017-07-01,21220,6035.60
4945,2016-09-21,9724,2016-07-01,2017-07-01,21220,2353.95
4946,2017-01-04,9742,2016-02-01,2017-01-31,7116,1728.93
4947,2016-09-06,9742,2016-02-01,2017-01-31,7116,1436.92
4948,2016-09-11,9766,2016-07-01,2017-07-01,11836,2283.51
4949,2017-02-01,9766,2016-07-01,2017-07-01,11836,2914.33
4950,2017-03-22,9809,2016-07-01,2017-07-01,12362,1705.53
4951,2016-11-07,9809,2016-07-01,2017-07-01,12362,1575.25
4952,2016-09-21,9849,2016-01-01,2016-12-31,2738,2093.73
4953,2016-03-14,9849,2016-01-01,2016-12-31,2738,2304.44
